match_id,match_number,date,team,opponent,is_home,goals_for,goals_against,result,points,xg,pass_completion_pct,completed_line_breaks,defensive_line_breaks,final_third_receptions,crosses,ball_progressions,forced_turnovers,second_balls,distance_km,zone4_sprint_km,attempts,attempts_on_target,total_passes,completed_passes,defensive_pressures,direct_pressures,possession_pct,possession_contest_pct,xg_against,attempts_against,attempts_on_target_against,source_url,pdf_file
2026_M049,49,2026-06-24 00:00:00,Brazil,Scotland,False,3,0,W,3,3.78,93,108,9,139,13,20,28,53,110.7,4.2,21,9,615,571,227,24,51.1,6.0,0.69,14,5,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M49-SCO-V-BRA.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M049_PMSR-M49-SCO-V-BRA.pdf
2026_M049,49,2026-06-24 00:00:00,Scotland,Brazil,True,0,3,L,0,0.69,90,99,7,96,24,15,33,49,113.2,4.4,14,5,520,466,241,34,43.0,6.0,3.78,21,9,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M49-SCO-V-BRA.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M049_PMSR-M49-SCO-V-BRA.pdf
2026_M051,51,2026-06-24 00:00:00,Canada,Switzerland,False,1,2,L,0,1.61,78,87,7,103,26,21,50,64,114.6,7.1,13,7,353,275,299,44,40.1,11.1,1.68,6,4,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M51-SUI-V-CAN.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M051_PMSR-M51-SUI-V-CAN.pdf
2026_M051,51,2026-06-24 00:00:00,Switzerland,Canada,True,2,1,W,3,1.68,83,95,6,55,8,16,49,53,109.9,5.2,6,4,471,389,216,50,48.8,11.1,1.61,13,7,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M51-SUI-V-CAN.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M051_PMSR-M51-SUI-V-CAN.pdf
2026_M052,52,2026-06-24 00:00:00,Bosnia and Herzegovina,Qatar,True,3,1,W,3,0.77,88,99,8,92,25,29,43,59,113.8,5.5,14,5,521,461,248,41,48.7,8.7,1.17,9,3,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M52-BIH-V-QAT.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M052_PMSR-M52-BIH-V-QAT.pdf
2026_M052,52,2026-06-24 00:00:00,Qatar,Bosnia and Herzegovina,False,1,3,L,0,1.17,85,90,14,94,18,13,42,55,110.0,5.4,9,3,457,388,264,37,42.6,8.7,0.77,14,5,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M52-BIH-V-QAT.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M052_PMSR-M52-BIH-V-QAT.pdf
2026_M053,53,2026-06-24 00:00:00,Czechia,Mexico,True,0,3,L,0,0.44,83,82,6,80,20,18,38,66,111.6,5.3,13,1,423,352,213,27,44.7,8.8,2.1,11,5,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M53-CZE-V-MEX.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M053_PMSR-M53-CZE-V-MEX.pdf
2026_M053,53,2026-06-24 00:00:00,Mexico,Czechia,False,3,0,W,3,2.1,86,71,5,109,14,14,35,51,114.7,5.5,11,5,394,340,233,23,46.5,8.8,0.44,13,1,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M53-CZE-V-MEX.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M053_PMSR-M53-CZE-V-MEX.pdf
2026_M054,54,2026-06-24 00:00:00,Korea Republic,South Africa,False,0,1,L,0,0.74,92,114,20,187,39,15,28,63,111.0,5.4,8,3,718,657,199,27,60.9,8.9,0.89,13,4,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M54-RSA-V-KOR.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M054_PMSR-M54-RSA-V-KOR.pdf
2026_M054,54,2026-06-24 00:00:00,South Africa,Korea Republic,True,1,0,W,3,0.89,81,69,2,53,7,21,40,68,111.8,5.4,13,4,345,279,321,37,30.3,8.9,0.74,8,3,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M54-RSA-V-KOR.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M054_PMSR-M54-RSA-V-KOR.pdf
2026_M055,55,2026-06-25 00:00:00,Curaçao,Côte d'Ivoire,True,0,2,L,0,0.66,85,78,9,69,15,27,43,57,106.2,5.5,11,2,369,312,299,62,37.9,6.9,0.93,7,3,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M55-CUW-V-CIV.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M055_PMSR-M55-CUW-V-CIV.pdf
2026_M055,55,2026-06-25 00:00:00,Côte d'Ivoire,Curaçao,False,2,0,W,3,0.93,89,116,9,131,18,26,44,65,106.4,5.3,7,3,644,574,201,43,55.2,6.9,0.66,11,2,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M55-CUW-V-CIV.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M055_PMSR-M55-CUW-V-CIV.pdf
2026_M056,56,2026-06-25 00:00:00,Ecuador,Germany,True,2,1,W,3,1.29,84,61,7,93,14,24,49,66,109.8,6.1,7,3,389,325,299,58,39.2,9.6,0.74,11,3,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M56-ECU-V-GER.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M056_PMSR-M56-ECU-V-GER.pdf
2026_M056,56,2026-06-25 00:00:00,Germany,Ecuador,False,1,2,L,0,0.74,88,114,4,146,16,25,51,85,114.5,6.3,11,3,612,537,231,41,51.2,9.6,1.29,7,3,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M56-ECU-V-GER.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M056_PMSR-M56-ECU-V-GER.pdf
2026_M057,57,2026-06-25 00:00:00,Japan,Sweden,True,1,1,D,1,1.22,84,79,7,95,14,16,42,62,110.2,5.3,8,3,454,381,221,47,44.7,10.7,0.56,11,5,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M57-JPN-V-SWE.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M057_PMSR-M57-JPN-V-SWE.pdf
2026_M057,57,2026-06-25 00:00:00,Sweden,Japan,False,1,1,D,1,0.56,80,72,3,111,16,18,37,74,111.1,5.1,11,5,410,330,201,26,44.6,10.7,1.22,8,3,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M57-JPN-V-SWE.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M057_PMSR-M57-JPN-V-SWE.pdf
2026_M058,58,2026-06-25 00:00:00,Netherlands,Tunisia,False,3,1,W,3,1.79,93,115,16,233,27,25,34,61,106.8,5.3,20,7,668,619,173,32,64.6,7.8,0.76,10,4,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M58-TUN-V-NED.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M058_PMSR-M58-TUN-V-NED.pdf
2026_M058,58,2026-06-25 00:00:00,Tunisia,Netherlands,True,1,3,L,0,0.76,78,56,4,54,13,15,34,40,111.1,5.1,10,4,265,208,346,51,27.5,7.8,1.79,20,7,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M58-TUN-V-NED.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M058_PMSR-M58-TUN-V-NED.pdf
2026_M059,59,2026-06-25 00:00:00,Türkiye,USA,True,3,2,W,3,1.71,77,88,13,106,11,24,50,75,115.0,5.8,8,2,456,353,219,56,42.5,9.5,1.78,18,7,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M59-TUR-v-USA.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M059_PMSR-M59-TUR-v-USA.pdf
2026_M059,59,2026-06-25 00:00:00,USA,Türkiye,False,2,3,L,0,1.78,86,91,14,111,20,19,47,61,127.6,7.7,18,7,495,424,267,50,48.0,9.5,1.71,8,2,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M59-TUR-v-USA.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M059_PMSR-M59-TUR-v-USA.pdf
2026_M060,60,2026-06-25 00:00:00,Australia,Paraguay,False,0,0,D,1,0.7,85,86,4,109,13,30,43,93,116.4,5.6,12,5,526,446,210,33,46.2,11.6,0.29,7,2,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M60-PAR-V-AUS.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M060_PMSR-M60-PAR-V-AUS.pdf
2026_M060,60,2026-06-25 00:00:00,Paraguay,Australia,True,0,0,D,1,0.29,83,49,3,62,7,18,51,64,113.1,5.5,7,2,418,345,284,62,42.2,11.6,0.7,12,5,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M60-PAR-V-AUS.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M060_PMSR-M60-PAR-V-AUS.pdf
2026_M061,61,2026-06-26 00:00:00,France,Norway,False,4,1,W,3,1.05,90,98,21,184,16,28,43,68,109.1,5.6,18,9,549,492,234,45,51.2,7.8,1.45,10,5,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M61-NOR-V-FRA.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M061_PMSR-M61-NOR-V-FRA.pdf
2026_M061,61,2026-06-26 00:00:00,Norway,France,True,1,4,L,0,1.45,82,75,4,96,9,24,38,64,113.5,6.0,10,5,449,367,297,43,41.0,7.8,1.05,18,9,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M61-NOR-V-FRA.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M061_PMSR-M61-NOR-V-FRA.pdf
2026_M062,62,2026-06-26 00:00:00,Iraq,Senegal,False,0,5,L,0,0.21,71,52,4,41,5,17,43,53,104.7,5.4,6,1,280,200,259,48,30.7,10.7,2.7,27,11,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M62-SEN-V-IRQ.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M062_PMSR-M62-SEN-V-IRQ.pdf
2026_M062,62,2026-06-26 00:00:00,Senegal,Iraq,True,5,0,W,3,2.7,89,107,17,240,29,40,38,71,111.9,6.1,27,11,585,523,162,23,58.6,10.7,0.21,6,1,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M62-SEN-V-IRQ.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M062_PMSR-M62-SEN-V-IRQ.pdf
2026_M063,63,2026-06-26 00:00:00,Egypt,IR Iran,True,1,1,D,1,0.92,89,97,15,123,16,30,52,76,117.2,5.9,15,3,588,525,169,30,53.7,9.9,2.24,13,3,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M63-EGY-V-IRN.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M063_PMSR-M63-EGY-V-IRN.pdf
2026_M063,63,2026-06-26 00:00:00,IR Iran,Egypt,False,1,1,D,1,2.24,78,73,5,87,11,21,43,78,118.8,6.5,13,3,359,280,278,45,36.4,9.9,0.92,15,3,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M63-EGY-V-IRN.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M063_PMSR-M63-EGY-V-IRN.pdf
2026_M064,64,2026-06-26 00:00:00,Belgium,New Zealand,False,5,1,W,3,3.99,90,118,18,203,25,38,44,82,119.8,6.9,35,10,530,475,249,32,50.1,9.4,0.3,6,2,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M64-NZL-V-BEL.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M064_PMSR-M64-NZL-V-BEL.pdf
2026_M064,64,2026-06-26 00:00:00,New Zealand,Belgium,True,1,5,L,0,0.3,84,82,5,77,13,17,32,50,117.6,6.9,6,2,450,379,321,51,40.5,9.4,3.99,35,10,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M64-NZL-V-BEL.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M064_PMSR-M64-NZL-V-BEL.pdf
2026_M065,65,2026-06-26 00:00:00,Cabo Verde,Saudi Arabia,True,0,0,D,1,1.37,86,113,12,133,21,36,53,83,115.5,6.2,15,2,465,402,206,34,48.0,10.2,0.35,7,3,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M65-CPV-V-KSA.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M065_PMSR-M65-CPV-V-KSA.pdf
2026_M065,65,2026-06-26 00:00:00,Saudi Arabia,Cabo Verde,False,0,0,D,1,0.35,81,76,11,95,12,21,42,67,113.9,7.3,7,3,455,370,304,66,41.9,10.2,1.37,15,2,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M65-CPV-V-KSA.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M065_PMSR-M65-CPV-V-KSA.pdf
2026_M066,66,2026-06-26 00:00:00,Spain,Uruguay,False,1,0,W,3,1.12,89,134,10,89,15,37,49,65,111.2,5.1,6,1,637,570,215,35,57.1,9.5,0.22,5,1,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M66-URU-V-ESP.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M066_PMSR-M66-URU-V-ESP.pdf
2026_M066,66,2026-06-26 00:00:00,Uruguay,Spain,True,0,1,L,0,0.22,79,68,15,94,18,24,53,67,113.8,6.5,5,1,305,241,390,64,33.4,9.5,1.12,6,1,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M66-URU-V-ESP.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M066_PMSR-M66-URU-V-ESP.pdf
2026_M067,67,2026-06-27 00:00:00,England,Panama,False,2,0,W,3,1.61,89,114,30,177,29,25,44,72,115.2,7.6,17,6,562,500,228,46,57.7,9.2,0.72,13,2,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M67-PAN-V-ENG.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M067_PMSR-M67-PAN-V-ENG.pdf
2026_M067,67,2026-06-27 00:00:00,Panama,England,True,0,2,L,0,0.72,75,84,5,48,10,22,55,57,111.3,6.2,13,2,306,231,283,55,33.1,9.2,1.61,17,6,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M67-PAN-V-ENG.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M067_PMSR-M67-PAN-V-ENG.pdf
2026_M068,68,2026-06-27 00:00:00,Croatia,Ghana,True,2,1,W,3,0.48,91,84,8,82,15,27,32,52,110.5,5.0,8,4,538,487,189,30,50.8,6.1,0.75,6,1,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M68-CRO-V-GHA.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M068_PMSR-M68-CRO-V-GHA.pdf
2026_M068,68,2026-06-27 00:00:00,Ghana,Croatia,False,1,2,L,0,0.75,88,50,5,60,11,27,40,47,106.4,5.0,6,1,466,411,271,36,43.1,6.1,0.48,8,4,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M68-CRO-V-GHA.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M068_PMSR-M68-CRO-V-GHA.pdf
2026_M069,69,2026-06-27 00:00:00,Algeria,Austria,True,3,3,D,1,1.54,93,96,7,137,4,26,39,47,105.2,4.3,12,5,775,723,218,30,60.7,5.3,1.06,10,3,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M69-ALG-V-AUT.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M069_PMSR-M69-ALG-V-AUT.pdf
2026_M069,69,2026-06-27 00:00:00,Austria,Algeria,False,3,3,D,1,1.06,88,70,10,93,13,10,24,56,113.3,4.6,10,3,405,355,305,40,33.9,5.3,1.54,12,5,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M69-ALG-V-AUT.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M069_PMSR-M69-ALG-V-AUT.pdf
2026_M070,70,2026-06-27 00:00:00,Argentina,Jordan,False,3,1,W,3,2.52,92,130,8,144,10,25,42,48,105.9,4.7,13,4,824,762,184,39,67.6,4.7,0.96,5,1,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M70-JOR-V-ARG.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M070_PMSR-M70-JOR-V-ARG.pdf
2026_M070,70,2026-06-27 00:00:00,Jordan,Argentina,True,1,3,L,0,0.96,80,66,11,61,9,30,37,44,110.6,4.9,5,1,300,239,471,48,27.7,4.7,2.52,13,4,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M70-JOR-V-ARG.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M070_PMSR-M70-JOR-V-ARG.pdf
2026_M071,71,2026-06-27 00:00:00,Colombia,Portugal,True,0,0,D,1,1.85,90,114,13,178,16,20,36,60,103.0,5.0,24,7,547,491,218,23,51.9,6.7,0.97,13,2,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M71-COL-V-POR.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M071_PMSR-M71-COL-V-POR.pdf
2026_M071,71,2026-06-27 00:00:00,Portugal,Colombia,False,0,0,D,1,0.97,92,99,12,121,14,32,37,38,104.0,4.8,13,2,456,421,303,29,41.4,6.7,1.85,24,7,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M71-COL-V-POR.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M071_PMSR-M71-COL-V-POR.pdf
2026_M072,72,2026-06-27 00:00:00,Congo DR,Uzbekistan,True,3,1,W,3,2.11,85,106,6,131,25,41,54,93,115.1,5.5,19,5,495,419,191,31,53.0,10.0,0.16,3,1,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M72-COD-V-UZB-v2.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M072_PMSR-M72-COD-V-UZB-v2.pdf
2026_M072,72,2026-06-27 00:00:00,Uzbekistan,Congo DR,False,1,3,L,0,0.16,75,80,5,90,15,16,54,74,115.8,5.6,3,1,378,283,342,62,37.0,10.0,2.11,19,5,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M72-COD-V-UZB-v2.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M072_PMSR-M72-COD-V-UZB-v2.pdf
2026_M047,47,2026-06-23,Portugal,Uzbekistan,True,5,0,W,3,2.03,90,135,19,179,24,43,37,67,110.2,6.0,17,9,639,577,197,43,56.1,9.8,0.44,7,2,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M47-POR-V-UZB-v2.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M047_PMSR-M47-POR-V-UZB-v2.pdf
2026_M047,47,2026-06-23,Uzbekistan,Portugal,False,0,5,L,0,0.44,80,63,3,63,8,21,49,61,109.6,6.5,7,2,347,278,338,44,34.0,9.8,2.03,17,9,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M47-POR-V-UZB-v2.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M047_PMSR-M47-POR-V-UZB-v2.pdf
2026_M050,50,2026-06-24,Haiti,Morocco,False,2,4,L,0,0.65,80,49,3,40,3,32,50,59,107.5,5.9,9,2,265,212,331,50,31.5,8.4,2.12,22,11,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M50-MAR-V-HAI-V2.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M050_PMSR-M50-MAR-V-HAI-V2.pdf
2026_M050,50,2026-06-24,Morocco,Haiti,True,4,2,W,3,2.12,89,124,19,157,31,39,38,64,111.2,6.8,22,11,557,495,172,57,60.1,8.4,0.65,9,2,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M50-MAR-V-HAI-V2.pdf,/Users/kyle/Documents/MyProjects/WorldCupPrediction/data/raw/fifa_reports/M050_PMSR-M50-MAR-V-HAI-V2.pdf
